Rank,TV Name,Rating,Price,Product Link,Start Time,End Time
73,SKYWALL 80 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),4.3 out of 5 stars,"₹7,299.00",https://www.amazon.in/Skywall-81-28-inches-Smart-32SWELS-PRO/dp/B08QX1CC14/ref=zg_bs_g_1389396031_d_sccl_23/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
74,Hisense 139 cm (55 inches) E6N Series 4K Ultra HD Smart LED Google TV 55E6N (Black),4.1 out of 5 stars,"₹31,999.00",https://www.amazon.in/Hisense-inches-Ultra-Google-55E6N/dp/B0D3XBS2VB/ref=zg_bs_g_1389396031_d_sccl_24/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
75,Sony BRAVIA 3 Series 139 cm (55 inches) 4K Ultra HD AI Smart LED Google TV K-55S30B (Black),4.8 out of 5 stars,"₹73,990.00",https://www.amazon.in/Sony-BRAVIA-inches-Google-K-55S30B/dp/B0D3DW1CJF/ref=zg_bs_g_1389396031_d_sccl_25/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
76,BLACK+DECKER 80 cm (32 inches) A1 Series HD Ready LED Smart Google TV BXTVGU32HD2841ATIN (Black),3.8 out of 5 stars,"₹10,999.00",https://www.amazon.in/BLACK-DECKER-inches-Google-BXTVGU32HD2841ATIN/dp/B0DPSD1PG5/ref=zg_bs_g_1389396031_d_sccl_26/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
77,Acerpure 80 cm (32 inch) Elevate Featherlite Series HD QLED Smart Google TV AP32HG41QFLED,4.2 out of 5 stars,"₹10,999.00",https://www.amazon.in/acerpure-Elevate-Smart-Google-Dolby/dp/B0DDCGX62X/ref=zg_bs_g_1389396031_d_sccl_27/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
78,acer 80 cm (32 inches) I Pro Series HD Ready Smart LED Google TV AR32HDIGU2841AT (Black),3.9 out of 5 stars,"₹9,999.00",https://www.amazon.in/Acer-inches-Ready-Google-AR32HDIGU2841AT/dp/B0D9BX9DMB/ref=zg_bs_g_1389396031_d_sccl_28/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
79,Vu 189cm (75 inches) Vibe Series 4K QLED Smart Google TV 75VIBE-DV,4.6 out of 5 stars,"₹63,990.00",https://www.amazon.in/Vu-189cm-inches-Google-75VIBE-DV/dp/B0FBS6YXQC/ref=zg_bs_g_1389396031_d_sccl_29/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
80,Xiaomi 108 cm (43 inch) X Ultra HD 4K Smart Google LED TV L43MB-AIN,4.0 out of 5 stars,"₹26,999.00",https://www.amazon.in/Xiaomi-Ultra-Smart-Google-L43MB-AIN/dp/B0F6ZLFNVT/ref=zg_bs_g_1389396031_d_sccl_30/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
81,Hisense 139 cm (55 inches) E7Q Series 4K Ultra HD Smart QLED TV 55E7Q (Black),4.0 out of 5 stars,"₹35,999.00",https://www.amazon.in/Hisense-inches-Ultra-Smart-55E7Q/dp/B0F845NDWB/ref=zg_bs_g_1389396031_d_sccl_81/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
82,Lumio Vision 7 139 cm (55 inches) 4K Ultra-HD Smart QLED Google TV FTW3-ADSG,4.4 out of 5 stars,"₹39,999.00",https://www.amazon.in/Lumio-Vision-inches-Ultra-HD-FTW3-ADSG/dp/B0F39V7TSZ/ref=zg_bs_g_1389396031_d_sccl_82/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
83,Sony BRAVIA 3 Series 164 cm (65 inches) 4K Ultra HD AI Smart LED Google TV K-65S30B (Black),4.8 out of 5 stars,"₹95,990.00",https://www.amazon.in/Sony-BRAVIA-inches-Google-K-65S30B/dp/B0D3DW7C39/ref=zg_bs_g_1389396031_d_sccl_83/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
84,acer 126 cm (50 inches) V PRO Series 4K Ultra HD Smart QLED Google TV AR50QDQGR2851AD,4.0 out of 5 stars,"₹28,999.00",https://www.amazon.in/acer-inches-Ultra-Google-AR50QDQGR2851AD/dp/B0DZT2QFLJ/ref=zg_bs_g_1389396031_d_sccl_84/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
85,Xiaomi 108 cm (43 inch) FX Ultra HD 4K Smart LED Fire TV L43MB-FIN,3.9 out of 5 stars,"₹25,499.00",https://www.amazon.in/Xiaomi-inch-Ultra-Smart-L43MB-FIN/dp/B0F3JP4TWW/ref=zg_bs_g_1389396031_d_sccl_85/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
86,TCL 164 cm (65 inches) 4K Ultra HD Smart QLED Google TV 65T8C,3.8 out of 5 stars,"₹61,990.00",https://www.amazon.in/TCL-inches-Ultra-Google-65T8C/dp/B0F38M4S6B/ref=zg_bs_g_1389396031_d_sccl_86/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
87,Hisense 80 cm (32 inches) E5Q Series HD Ready Smart QLED Google TV 32E5Q,3.3 out of 5 stars,"₹11,999.00",https://www.amazon.in/Hisense-inches-Ready-Google-32E5Q/dp/B0F4X6CM36/ref=zg_bs_g_1389396031_d_sccl_87/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
88,TOSHIBA 139 cm (55 inches) M550NP Series 4K Ultra HD Smart QLED Google TV 55M550NP,4.0 out of 5 stars,"₹38,999.00",https://www.amazon.in/TOSHIBA-inches-M550NP-Google-55M550NP/dp/B0DQXTKFB6/ref=zg_bs_g_1389396031_d_sccl_88/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
89,VW ( Visio World 80 cm (32 inches) OptimaX Series HD Ready Smart QLED Android TV VW32AQ1 (Black),3.9 out of 5 stars,"₹7,999.00",https://www.amazon.in/VW-inches-OptimaX-Android-VW32AQ1/dp/B0FCM61QWL/ref=zg_bs_g_1389396031_d_sccl_89/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
90,VW 165 cm (65 inches) Pro Series 4K Ultra HD Smart QLED Google TV VW65GQ1,4.5 out of 5 stars,"₹40,499.00",https://www.amazon.in/VW-inches-Ultra-Google-VW65GQ1/dp/B0DW1C7X4C/ref=zg_bs_g_1389396031_d_sccl_90/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
91,Xiaomi 138 cm (55 inch) FX Ultra HD 4K Smart LED Fire TV L55MB-FIN,3.9 out of 5 stars,"₹34,999.00",https://www.amazon.in/Xiaomi-inch-Ultra-Smart-L55MB-FIN/dp/B0F3JLSRZQ/ref=zg_bs_g_1389396031_d_sccl_91/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
92,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),4.2 out of 5 stars,"₹14,039.00",https://www.amazon.in/Samsung-Inches-Wondertainment-UA32T4340BKXXL-Glossy/dp/B09F6S8BT6/ref=zg_bs_g_1389396031_d_sccl_92/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
93,TCL 164 cm (65 inches) 4K UHD Smart QD-Mini LED Google TV 65Q6C,4.4 out of 5 stars,"₹69,990.00",https://www.amazon.in/TCL-inches-QD-Mini-Google-65Q6C/dp/B0F3HWJXZ5/ref=zg_bs_g_1389396031_d_sccl_93/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
94,Hisense 126 cm (50 inches) E7Q Series 4K Ultra HD Smart QLED TV 50E7Q (Black),4.0 out of 5 stars,"₹29,999.00",https://www.amazon.in/Hisense-inches-Ultra-Smart-50E7Q/dp/B0F845FFQM/ref=zg_bs_g_1389396031_d_sccl_94/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
95,Hisense 108 cm (43 inches) E5Q Series Full HD Smart QLED Google TV 43E5Q (Black),3.5 out of 5 stars,"₹19,499.00",https://www.amazon.in/Hisense-inches-Smart-Google-43E5Q/dp/B0F4X4N1H8/ref=zg_bs_g_1389396031_d_sccl_95/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
96,Panasonic 80 cm (32 inches) HD Ready Smart LED Google TV TH32MS660DX (Black),4.2 out of 5 stars,N/A,https://www.amazon.in/Panasonic-inches-Ready-Google-TH32MS660DX/dp/B0BZZ93Z1C/ref=zg_bs_g_1389396031_d_sccl_96/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
97,LG 139 cm (55 inches) OLED B4 Series 4K Ultra HD Smart OLED TV OLED55B46LA,4.2 out of 5 stars,"₹99,990.00",https://www.amazon.in/LG-inches-Ultra-Smart-OLED55B46LA/dp/B0DY7D1WFD/ref=zg_bs_g_1389396031_d_sccl_97/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
98,"Kodak 139 Cm (55 Inches) Matrix Series 4K Ultra Hd Smart QLED Google Tv 55Mt5022, Black",4.1 out of 5 stars,"₹29,499.00",https://www.amazon.in/Kodak-inches-Matrix-Google-55MT5022/dp/B0BP7JLSK1/ref=zg_bs_g_1389396031_d_sccl_98/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
99,VW 101 cm (40 inches) Playwall Frameless Series Full HD Android Smart LED TV VW40F2,3.6 out of 5 stars,"₹11,999.00",https://www.amazon.in/VW-Playwall-Frameless-Android-VW40F2/dp/B0DBLLXZW4/ref=zg_bs_g_1389396031_d_sccl_99/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
100,TOSHIBA 108 cm (43 inches) C350NP Series 4K Ultra HD Smart LED Google TV 43C350NP (Black),3.8 out of 5 stars,"₹22,999.00",https://www.amazon.in/TOSHIBA-inches-C350NP-Google-43C350NP/dp/B0D3XD9M5D/ref=zg_bs_g_1389396031_d_sccl_100/258-5014627-7280254?psc=1,2025-08-05 21:08:02,2025-08-05 21:08:02
